9A76,speaker DTC 119
9A77,speaker DTC 120
9A78,speaker DTC 121
9A79,speaker DTC 122
9A7A,speaker DTC 123
9A7B,speaker DTC 124
9A7C,speaker DTC 125
9A7D,speaker DTC 126
9A7E,speaker DTC 127
9A7F,speaker DTC 128
9A80,speaker DTC 129
9A81,speaker DTC 130
9A82,speaker DTC 131
9A83,speaker DTC 132
9A84,speaker DTC 133
9A85,speaker DTC 134
9A86,speaker DTC 135
9A87,speaker DTC 136
9A88,speaker DTC 137
9A89,speaker DTC 138
9A8A,speaker DTC 139
9A8B,speaker DTC 140
AE38,Vnext Master Authentication NOK
AE39,Vnext Regional Authentication NOK
AE3A,Vnext Master timeout
AE3B,Vnext Regional timeout
AE3C,Unknown Part-ID
AE3D,Bad Pairing A-IVI & VIN
AE3E,No Certificate available
AE40,Part Certificate Storage error
AE41,A-IVI Authentication Fails
AE42,A-IVI no Region Setting
AE43,A-IVI Invalid Region Setting
AE44,Region Setting Storage error
AE45,A-IVI no Partition Setting
AE46,A-IVI Invalid Partition Setting
AE47,Partition Setting Storage error
AE48,Service Check not complete
AE21,Invalid A-IVI certificate
E00A,lost communication with V-DIST (RSE) on multimedia CAN
D600,Front Left-DOOR speaker output
D608,Front Right-DOOR speaker output
D711,Rear Right-DOOR woofer output
D709,Rear Left-DOOR woofer output
9F0A,Mic1 input old
932E,A+T BOX/ETC2.0 USB
93D7,A+TBOX Internal failure
E754,lost communication with gateway 3.0
E075,lost communication with AMP
AE19,Vnext configuration discarded
AE3F,Part certificate verification fails
