,765,0,0,1,0,0,,1001,5001,ff,StartDiagnosticSession.DefaultSession
,765,0,0,1,0,0,,1002,5002,ff,StartDiagnosticSession.ProgrammingSession
,765,0,0,1,0,0,,1003,5003,ff,StartDiagnosticSession.ExtendedDiagnosticSession
,765,0,0,1,0,0,,14FFFFFF,54FFFFFF,ff,ClearDiagnosticInformation.All
,765,16,23,1,0,0,,1901FF,5901FF,ff,DTCStatusAvailabilityMask
,765,24,31,1,0,0,,1901FF,5901FF,ff,DTCFormatIdentifier
,765,32,47,1,0,0,,1901FF,5901FF,ff,DTCCount
,765,16,23,1,0,0,,1902FF,5902FF,ff,DTCStatusAvailabilityMask
,765,55,55,1,0,0,,1902FF,5902FF,ff,DTCStatus.testFailed,0:No;1:Yes
,765,0,0,1,0,0,,1903000000FF,5903000000FF,ff,ReadDTCInformation.ReportDTCSnapshotIdentification
,765,16,39,1,0,0,,1904000000FF,5904000000FF,4ff,DTCRecord
,765,40,40,1,0,0,,1904000000FF,5904000000FF,ff,DTCStatus.warningIndicatorRequested,0:No;1:Yes
,765,41,41,1,0,0,,1904000000FF,5904000000FF,ff,DTCStatus.testNotCompletedThisMonitoringCycle,0:No;1:Yes
,765,42,42,1,0,0,,1904000000FF,5904000000FF,ff,DTCStatus.testFailedSinceLastClear,0:No;1:Yes
,765,43,43,1,0,0,,1904000000FF,5904000000FF,ff,DTCStatus.testNotCompletedSinceLastClear,0:No;1:Yes
,765,44,44,1,0,0,,1904000000FF,5904000000FF,ff,DTCStatus.confirmedDTC,0:No;1:Yes
,765,45,45,1,0,0,,1904000000FF,5904000000FF,ff,DTCStatus.pendingDTC,0:No;1:Yes
,765,46,46,1,0,0,,1904000000FF,5904000000FF,ff,DTCStatus.testFailedThisMonitoringCycle,0:No;1:Yes
,765,47,47,1,0,0,,1904000000FF,5904000000FF,ff,DTCStatus.testFailed,0:No;1:Yes
,765,16,23,1,0,0,,190A,590A,ff,DTCStatusAvailabilityMask
,765,24,39,1,0,0,,190A,590A,ff,DTCDeviceIdentifier,44808:ALARM_VOLUMETRIC;44117:ASSIST_DEFROSTER;44972:AUTO_ACC_RL;44091:AUTO_MIRROR_RL;44804:BCM_APV_CODE;57680:CAN_ACU;57682:CAN_ADAS;57661:CAN_ADB;57620:CAN_ANC;57665:CAN_ATCU;57381:CAN_AUDIO_AMP;49267:CAN_BCM;57739:CAN_BMS_12V;57740:CAN_CGW;57729:CAN_CPLC;57724:CAN_DSMU;57743:CAN_DSU;57618:CAN_EBA;57664:CAN_ECM;57685:CAN_EPKB;57736:CAN_EVAP;57707:CAN_FR_CAMERA;57667:CAN_HEVC;57624:CAN_HFM;57683:CAN_HVAC;57684:CAN_IVI;57678:CAN_METER;57705:CAN_PBD;57709:CAN_TCU;57691:CAN_USM;57672:CAN_VDC;44803:CHILDLOCK;44089:CHILDLOCK_WL_RL;44916:CLUTCH_END_SW;44915:CLUTCH_START_SW;44181:COMBI_SWITCH;44177:DI_FR_SR_LEFT;44176:DI_FR_SR_RIGHT;44179:DI_RR_LEFT;44178:DI_RR_RIGHT;44800:DONGLE;44096:DPC;44116:DRIVER_DEFROSTER;44809:DRIVER_DOOR;44065:DRIVER_SEAT_BELT;44896:DRIVER_SEAT_BELT_CONF;44970:EEPROM;44802:ETA;44185:FOG_LAMP;44097:IFLW;44098:IFRW;44974:IGN_CAB_RL;44975:IGN_OFFLOAD1_RL;44976:IGN_OFFLOAD2_RL;44099:IRLW;44100:IRRW;44150:LCM01;44151:LCM02;44152:LCM03;44153:LCM04;44154:LCM05;44155:LCM06;44156:LCM07;44157:LCM08;44158:LCM09;44159:LCM10;44160:LCM11;44161:LCM12;44182:LIGHT_SENSOR;56321:LIN_ACCESS;56323:LIN_AMBIANT;56322:LIN_DOOR;56320:LIN_RLS;44208:MASTER_MOTOR;44211:MOTOR_COMM;44239:PMU;44112:PTC1_RL;44113:PTC2_RL;44114:PTC3_RL;44144:PWM_ROOMLAMP_1;44145:PWM_ROOMLAMP_2;44146:PWM_ROOMLAMP_3;44147:PWM_ROOMLAMP_4;44148:PWM_ROOMLAMP_5;44149:PWM_ROOMLAMP_6;44969:PWR_AT_LOCKED;44968:PWR_AUTO_LIGHT;44966:PWR_DOORLOCK1;44967:PWR_DOORLOCK2;44971:PWR_ECU;44964:PWR_FLASHERS;44965:PWR_STOP_LAMP;44963:PWR_WIPER;44212:RAIN_SENSOR;44962:RAM;44115:REAR_DEFROSTER;44213:REAR_WIPER;44960:REGISTERS;44961:ROM;44973:ROOMLAMP_BATSAVER_RL;44807:SAFETY_LINE_ESCL;44066:SHIFTLOCK_RL;44209:SLAVE_MOTOR;44953:SRU;44977:SSM;44952:SSU;44064:ST_CUT_RELAY;44186:STOP_LAMP_1_OR_2;44187:STOP_LAMP_3;44912:STOP_PEDAL;44913:STOP_PEDAL_SW1;44914:STOP_PEDAL_SW2;44806:TAILGATE_OPENER;22337:TPMS_COMM_SENSOR_1;22338:TPMS_COMM_SENSOR_2;22339:TPMS_COMM_SENSOR_3;22340:TPMS_COMM_SENSOR_4;22272:TPMS_FUNCTION;22321:TPMS_SENSOR_1;22322:TPMS_SENSOR_2;22323:TPMS_SENSOR_3;22324:TPMS_SENSOR_4;22289:TPMS_WHEEL_1;22290:TPMS_WHEEL_2;22291:TPMS_WHEEL_3;22292:TPMS_WHEEL_4;44184:TRAILER_DI_LEFT;44183:TRAILER_DI_RIGHT;44805:TRANSPONDER;44210:WIPER_TEACHIN;44088:WL_AUTHORIZATION_RL;44101:WL_CENTRAL_CLOSE_RL
,765,40,47,1,0,0,,190A,590A,ff,DTCFailureType,68:data memory failure;98:signal compare failure;99:circuit / component protection time-out;100:signal plausibility failure;101:signal has too few transitions / events;97:signal calculation failure;103:signal incorrect after event;81:not programmed;113:actuator stuck;114:actuator stuck open;69:program memory failure;85:not configured;84:missing calibration;82:not activated;75:over temperature;74:incorrect component installed;73:internal electronic failure;72:supervision software failure;71:watchdog / safety µC failure;70:calibration / parameter memory failure;115:actuator stuck closed;135:missing message;83:deactivated;67:special memory failure;152:component or system over temperature;151:Component or system operation obstructed or blocked;150:component internal failure;149:incorrect assembly;148:unexpected operation;147:no operation;146:performance or incorrect operation;145:parametric;143:erratic;136:bus off;133:signal above allowable range;134:signal invalid;116:actuator slipping;132:signal below allowable range;131:value of signal protection calculation incorrect;130:alive / sequence counter incorrect / not updated;129:invalid serial data received;123:low fluid level;122:fluid leak or seal failure;121:mechanical linkage failure;120:alignment or adjustment incorrect;119:commanded position not reachable;118:wrong mounting position;117:emergency position not reachable;102:signal has too many transitions / events;15:Vehicle manufacturer / System supplier specific;27:circuit resistance above threshold;26:circuit resistance below threshold;25:circuit current above threshold;24:circuit current below threshold;23:circuit voltage above threshold;22:circuit voltage below threshold;21:circuit short to battery or open;20:circuit short to ground or open;19:circuit open;28:circuit voltage out of range;17:circuit short to ground;9:Component Failures;8:Bus Signal / Message Failures;6:Algorithm Based Failures;5:System Programming Failures;4:System Internal Failures;3:FM (Frequency Modulated) / PWM (Pulse Width Modulated) Failures;2:General signal failure;1:General Electrical Failure;0:Device and failure type ODB codding/ General Failure Information;66:general memory failure;104:event information;18:circuit short to battery;53:signal high time > maximum;65:general checksum failure;58:incorrect has too many pulses;7:Mechanical Failures;29:circuit current out of range;57:incorrect has too few pulses;56:signal frequency incorrect;54:signal frequency too low;52:signal high time < minimum;51:signal low time > maximum;50:signal low time < minimum;49:no signal;37:signal shape / waveform failure;33:signal amplitude < minimum;55:signal frequency too high;47:signal erratic;31:circuit intermittent;35:signal stuck low;36:signal stuck high;34:signal amplitude > maximum;30:circuit resistance out of range;38:signal rate of change below threshold;39:signal rate of change above threshold;40:signal bias level out of range / zero adjustment failure;41:signal signal invalid
,765,48,55,1,0,0,,190A,590A,ff,StatusOfDTC
,765,49,49,1,0,0,,190A,590A,ff,DTCStatus.testNotCompletedThisMonitoringCycle,0:No;1:Yes
,765,50,50,1,0,0,,190A,590A,ff,DTCStatus.testFailedSinceLastClear,0:No;1:Yes
,765,51,51,1,0,0,,190A,590A,ff,DTCStatus.testNotCompletedSinceLastClear,0:No;1:Yes
,765,52,52,1,0,0,,190A,590A,ff,DTCStatus.confirmedDTC,0:No;1:Yes
,765,53,53,1,0,0,,190A,590A,ff,DTCStatus.pendingDTC,0:No;1:Yes
,765,54,54,1,0,0,,190A,590A,ff,DTCStatus.testFailedThisMonitoringCycle,0:No;1:Yes
,765,55,55,1,0,0,,190A,590A,ff,DTCStatus.testFailed,0:No;1:Yes
,765,24,31,1,0,0,,220300,620300,ff,DONGLE_CF,0:DONGLE_SLAVE_1;1:DONGLE_SLAVE_2;2:DONGLE_SLAVE_3;3:SERIAL_DONGLE
,765,24,31,1,0,0,,220301,620301,ff,LIGHTING_CSW_CONFIGURATION_CF,0:LIGHTING_CSW_FOR_EUROPE;1:LIGHTING_CSW_WORLD_WITHOUT_ALS;2:LIGHTING_CSW_WORLD_WITH_ALS
,765,24,31,1,0,0,,220302,620302,ff,RES_FEEDBACK_CF,0:WITHOUT_FLASHERS_WITHOUT_TAIL;1:WITH_FLASHERS_WITHOUT_TAIL;2:WITH_FLASHERS_WITH_TAIL;3:WITHOUT_FLASHERS_WITH_TAIL
,765,24,39,10,0,0,ms,220303,620303,ff,OVERRIDE_BREAK_TIME_TM_CF
,765,24,24,1,0,0,,220304,620304,ff,HAZARD_WITH_CRASH_CF,1:true;0:false
,765,24,31,1,0,0,,220305,620305,ff,AUTOLOCK_OFF_PATTERN_CF
,765,24,31,1,0,0,,220306,620306,ff,AUTOLOCK_ON_PATTERN_CF
,765,24,31,1,0,0,,220307,620307,ff,LOCK_PATTERN_CF
,765,24,31,1,0,0,,220308,620308,ff,UNLOCK_PATTERN_CF
,765,24,31,1,0,0,,220309,620309,ff,SUPERLOCK_PATTERN_CF
,765,24,31,1,0,0,,22030A,62030A,ff,LOCK_BY_WAC_PATTERN_CF
,765,24,31,1,0,0,,22030B,62030B,ff,SILENT_MODE_ON_PATTERN_CF
,765,24,31,1,0,0,,22030C,62030C,ff,SILENT_MODE_OFF_PATTERN_CF
,765,24,24,1,0,0,,22030D,62030D,ff,T_PULSE_CF,1:true;0:false
,765,24,31,1,0,0,,22030E,62030E,ff,MOTORWAY_FLASH_NB_CF,0:ONE_FLASH_PER_CSW_MODE;1:THREE_FLASH_PER_CSW_MODE;3:MOTORWAY_FLASHER_STATUS_NOT_USED;2:FIVE_FLASH_PER_CSW_MODE
,765,24,24,1,0,0,,22030F,62030F,ff,ESCL_SAFETY_LINE_PRESENT_CF,1:true;0:false
,765,24,31,1,0,0,,220310,620310,ff,AREA_CF,0:AREA_EUROPE;2:AREA_JAPAN;1:AREA_US_CANADA
,765,24,31,1,0,0,,220311,620311,ff,AUTO_LIGHT_CF,0:ALS_DEACTIVATED;1:ALS_WITH_RLS;2:ALS_WITH_ANALOG_SENSOR
,765,24,24,1,0,0,,220312,620312,ff,SCANDINAVIAN_RUNNING_LIGHT_CF,1:true;0:false
,765,24,24,1,0,0,,220313,620313,ff,FOLLOW_ME_HOME_CF,1:true;0:false
,765,24,24,1,0,0,,220314,620314,ff,REMOTE_LIGHTING_CF,1:true;0:false
,765,24,24,1,0,0,,220315,620315,ff,DRL_ACTIVE_CF,1:true;0:false
,765,24,24,1,0,0,,220316,620316,ff,AHL_CONFIG_BY_USER_CF,1:true;0:false
,765,24,31,1,0,0,,220317,620317,ff,AUTOFMH_DURATION_USER_TM_CF,0:AUTOFMH_D1;1:AUTOFMH_D2;2:AUTOFMH_D3;3:AUTOFMH_D4;4:AUTOFMH_D5;5:AUTOFMH_D6;6:AUTOFMH_D7;7:AUTOFMH_STATE_NOT_USED_1
,765,24,24,1,0,0,,220318,620318,ff,FR_FOG_SW_TYPE_CF,1:true;0:false
,765,24,24,1,0,0,,220319,620319,ff,RR_FOG_LAMP_CF,1:true;0:false
,765,24,24,1,0,0,,22031A,62031A,ff,WIPER_LINKED_AUTO_LIGHT_CF,1:true;0:false
,765,24,55,1,0,0,,22031B,62031B,4ff,LIGHT_COEFFICIENT_CF
,765,24,31,1,0,0,lux,22031C,62031C,ff,FILTER_STEP_CF
,765,24,39,10,0,0,ms,22031D,62031D,ff,T_UP_CF
,765,24,39,10,0,0,ms,22031E,62031E,ff,T_DOWN_CF
,765,24,31,1,0,0,,22031F,62031F,ff,AUTO_LIGHT_TYPE_CF,0:ALT_WITHOUT_AUTO_LIGHT;1:ALT_WITH_AUTO_LIGHT_WO_ENHANCED;2:ALT_WITH_AUTO_LIGHT_WITH_ENHANCED;3:ALT_RESERVED
,765,24,39,.01,0,2,sec,220320,620320,ff,QUICK_PL_ON_DELAY_TIME_CF.0
,765,40,55,.01,0,2,sec,220320,620320,ff,QUICK_PL_ON_DELAY_TIME_CF.1
,765,56,71,.01,0,2,sec,220320,620320,ff,QUICK_PL_ON_DELAY_TIME_CF.2
,765,72,87,.01,0,2,sec,220320,620320,ff,QUICK_PL_ON_DELAY_TIME_CF.3
,765,24,39,.01,0,2,sec,220321,620321,ff,PL_OFF_DELAY_TIME_CF.0
,765,40,55,.01,0,2,sec,220321,620321,ff,PL_OFF_DELAY_TIME_CF.1
,765,56,71,.01,0,2,sec,220321,620321,ff,PL_OFF_DELAY_TIME_CF.2
,765,72,87,.01,0,2,sec,220321,620321,ff,PL_OFF_DELAY_TIME_CF.3
,765,24,39,.01,0,2,sec,220322,620322,ff,PL_ON_DELAY_TIME_CF.0
,765,40,55,.01,0,2,sec,220322,620322,ff,PL_ON_DELAY_TIME_CF.1
,765,56,71,.01,0,2,sec,220322,620322,ff,PL_ON_DELAY_TIME_CF.2
,765,72,87,.01,0,2,sec,220322,620322,ff,PL_ON_DELAY_TIME_CF.3
,765,24,39,.01,0,2,sec,220323,620323,ff,QUICK_LO_OFF_DELAY_TIME_CF.0
,765,40,55,.01,0,2,sec,220323,620323,ff,QUICK_LO_OFF_DELAY_TIME_CF.1
,765,56,71,.01,0,2,sec,220323,620323,ff,QUICK_LO_OFF_DELAY_TIME_CF.2
,765,72,87,.01,0,2,sec,220323,620323,ff,QUICK_LO_OFF_DELAY_TIME_CF.3
,765,24,39,.01,0,2,sec,220324,620324,ff,QUICK_LO_ON_DELAY_TIME_CF.0
,765,40,55,.01,0,2,sec,220324,620324,ff,QUICK_LO_ON_DELAY_TIME_CF.1
,765,56,71,.01,0,2,sec,220324,620324,ff,QUICK_LO_ON_DELAY_TIME_CF.2
,765,72,87,.01,0,2,sec,220324,620324,ff,QUICK_LO_ON_DELAY_TIME_CF.3
,765,24,31,10,0,0,ms,220325,620325,ff,DELAY_AUTOACC_TM_CF
,765,24,24,1,0,0,,220326,620326,ff,BRAKE_FAIL1_DETECTION_CF,1:true;0:false
,765,24,24,1,0,0,,220327,620327,ff,BRAKE_FAIL2_DETECTION_CF,1:true;0:false
,765,24,24,1,0,0,,220328,620328,ff,AT_CF,1:true;0:false
,765,24,31,1,0,0,,220329,620329,ff,EASY_TRUNK_ACCESS_ECU_CF,0:ETA_NOT_CONFIGURED;1:ETA_CONFIGURED_WITH_CAD;2:ETA_CONFIGURED_WITHOUT_CAD
,765,24,24,1,0,0,,22032A,62032A,ff,OVERLOAD_BY_SMART_CF,1:true;0:false
,765,24,24,1,0,0,,22032B,62032B,ff,RES_FLASHERS_FEEDBACK_CF,1:true;0:false
,765,24,24,1,0,0,,22032C,62032C,ff,WITH_RES_TIMER_2H_CF,1:true;0:false
,765,24,24,1,0,0,,22032D,62032D,ff,REAR_FLASHERS_WITH_BULB_CF,1:true;0:false
,765,24,24,1,0,0,,22032E,62032E,ff,FRONT_FLASHERS_WITH_BULB_CF,1:true;0:false
,765,24,24,1,0,0,,22032F,62032F,ff,INFOCLUTCH_DIAG_START_DYN_CF,1:true;0:false
,765,24,24,1,0,0,,220330,620330,ff,INFOCLUTCH_DIAG_END_DYN_CF,1:true;0:false
,765,24,24,1,0,0,,220331,620331,ff,INFOCLUTCH_DIAG_END_STATIC_CF,1:true;0:false
,765,24,24,1,0,0,,220332,620332,ff,INFOCLUTCH_DIAG_START_STATIC_CF,1:true;0:false
,765,24,24,1,0,0,,220333,620333,ff,KEY_PRESENT_CF,1:true;0:false
,765,24,31,1,0,0,time,220334,620334,ff,HEAD_LAMP_CLEAN_CYCLE_N_CF
,765,24,39,10,0,0,ms,220335,620335,ff,HEAD_LAMP_WASHER_TIMER_T1_TM_CF
,765,24,39,10,0,0,ms,220336,620336,ff,HEAD_LAMP_WASHER_TIMER_T2_TM_CF
,765,24,24,1,0,0,,220337,620337,ff,FR_RR_DROP_WIPE_CF,1:true;0:false
,765,24,39,10,0,0,ms,220338,620338,ff,WASH_WIPE_DELAY_TM_CF
,765,24,39,10,0,0,ms,220339,620339,ff,GO_TO_SERVICE_POSITION_TM_CF
,765,24,24,1,0,0,,22033A,62033A,ff,SERVICE_POSITION_CF,1:true;0:false
,765,24,31,1,0,0,,22033B,62033B,ff,ELECTRONIC_WIPING_MOTORS_CF,0:NO_ELECTRONIC_WIPING_MOTORS;1:MONO_ELECTRONIC_WIPING_MOTORS;2:DUAL_ELECTRONIC_WIPING_MOTORS
,765,24,24,1,0,0,,22033C,62033C,ff,AUTO_WIPE_CF,1:true;0:false
,765,24,31,1,0,0,,22033D,62033D,ff,VEHICLE_RECOGNITION_CF
,765,24,24,1,0,0,,22033E,62033E,ff,HIGH_TO_LOW_TO_INT_CF,1:true;0:false
,765,24,31,1,0,0,,22033F,62033F,ff,TEACHIN_CF,0:TEACHIN_MODE_OFF;1:TEACHIN_MODE_ON;2:TEACHIN_READING_MODE_ON
,765,24,31,1,0,0,km/h,220340,620340,ff,ENGINE_STOPPED_SPEED_THRESH_CF
,765,24,24,1,0,0,,220341,620341,ff,LONG_PUSH_IGN_SAVER_CF,1:true;0:false
,765,24,55,1,0,0,,220342,620342,4ff,IGN_SAVER_TIMER_TM_CF
,765,24,55,1,0,0,,220343,620343,4ff,IGN_SAVER_TIMER_DM1_TM_CF
,765,24,55,1,0,0,,220344,620344,4ff,IGN_SAVER_TIMER_DM2_TM_CF
,765,24,55,1,0,0,,220345,620345,4ff,IGN_SAVER_BEFORE_DISP_TM_CF
,765,24,39,.01,0,2,sec,220346,620346,ff,SWITCH_INPUT_PROT_TM_CF
,765,24,24,1,0,0,,220347,620347,ff,TAILLAMP_FOR_AUTOACC_CF,1:true;0:false
,765,24,39,.01,0,2,sec,220348,620348,ff,T1_TM_CF
,765,24,55,1,0,0,,220349,620349,4ff,T10_TM_CF
,765,24,55,1,0,0,,22034A,62034A,4ff,T30_TM_CF
,765,24,24,1,0,0,,22034B,62034B,ff,AUTO_ACC_DOOR_OPEN_CF,1:true;0:false
,765,24,31,1,0,0,,22034C,62034C,ff,SET_IGN_SAVER_TIMER_CF,0:IGN_SAVER_TIMER_DISABLE;1:IGN_SAVER_TIMER_ENABLE
,765,24,24,1,0,0,,22034D,62034D,ff,START_WITH_PEDAL_PRESS_CF,1:true;0:false
,765,24,24,1,0,0,,22034E,62034E,ff,NO_LIMITED_CF,1:true;0:false
,765,24,55,1,0,0,,22034F,62034F,4ff,BATTERY_SAVER_ROOMLAMP_TM_CF
,765,24,24,1,0,0,,220350,620350,ff,DRIVER_SEAT_BELT_CF,1:true;0:false
,765,24,24,1,0,0,,220351,620351,ff,MANUAL_SHIFT_LEVER_CF,1:true;0:false
,765,24,24,1,0,0,,220352,620352,ff,MANUAL_SHIFT_PADDLE_CF,1:true;0:false
,765,24,24,1,0,0,,220353,620353,ff,OVERDRIVE_MODE_CF,1:true;0:false
,765,24,31,1,0,0,,220354,620354,ff,ECO_SW_TYPE_CF,0:NO_BUTTON_SW1;1:ECO_BUTTON_SW1;2:SPORT_BUTTON_SW1;3:TRI_MODE_BUTTON_SW1;4:MEX_BUTTON_SW1;5:RENAULT_SPORT_BUTTON_SW1
,765,24,31,1,0,0,,220355,620355,ff,SPORT_SW_TYPE_CF,0:NO_BUTTON_SW2;1:SPORT_BUTTON_SW2;2:DRIVE_MODE_UP_SWITCH_SW2
,765,24,31,1,0,0,,220356,620356,ff,START_MODE_CF,0:PREVIOUS_START_MODE;1:NORMAL_START_MODE;2:ECO_START_MODE
